source,title,description,content,publishedAt,url,leaning,country_of_origin,sentiment_label,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cluster,cluster_label,clean_text,summary
bbc-news,Why a London MP was a given jail sentence in Bangladesh,Tulip Siddiq has been sentenced to two years in prison over corruption allegations.,"Available for over a year
Labour MP for Hampstead and Highgate. and former minister, Tulip Siddiq has been sentenced to two years in prison in Bangladesh after being put on trial in her absence alon… [+352 chars]",2025-12-01T16:07:22Z,https://www.bbc.co.uk/sounds/play/p0mkvs9w,Center,UK,Negative,-0.4767,0.053,0.178,0.769,2,Topic_2,available year labour hampstead highgate former minister tulip siddiq sentenced two years prison bangladesh put trial absence alon chars,
bbc-news,Police consider corporate manslaughter charges in Post Office scandal,The move comes as police continue to investigate what has been called the UK's most widespread miscarriage of justice.,"The Horizon IT system, which began operating in 1999, falsely created shortfalls in Post Office branches for which sub-postmasters were held liable.
The scandal has been called the UK's most widespr… [+1166 chars]",2025-12-01T16:06:23Z,https://www.bbc.co.uk/news/articles/c14vxlxv4kko,Center,UK,Negative,-0.1531,0.102,0.15,0.749,2,Topic_2,horizon system began operating falsely created shortfalls post office branches subpostmasters held liable scandal called uks widespr chars,
bbc-news,01/12/2025 16:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T16:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f5k8b,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,01/12/2025 15:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T15:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f5fj6,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Test Match Special Podcast,Comedian and statistician Andy Zaltzman poses a daily cricket conundrum about the Ashes.,"Available for over a year
Every weekday during the 2025-26 Ashes, comedian and statistician Andy Zaltzman poses new a cricketing conundrum.
It wont be easy though. You might want to take it away, s… [+433 chars]",2025-12-01T15:00:00Z,https://www.bbc.co.uk/sounds/play/p0mdq5tt,Center,UK,Positive,0.6486,0.275,0.0,0.725,2,Topic_2,available year every weekday ashes comedian statistician andy zaltzman poses new cricketing conundrum wont easy though might want take away chars,
bbc-news,US and UK set to agree zero tariffs deal on pharmaceuticals,The deal follows threats of tariffs as high as 100% on branded drug imports.,"In announcing the new agreement, the UK government said it was the only country in the world to have secured a zero percent tariff rate for pharmaceutical shipments.
European officials have previous… [+1641 chars]",2025-12-01T14:11:29Z,https://www.bbc.co.uk/news/articles/cn0k520v4xro,Center,UK,Negative,-0.0772,0.088,0.099,0.813,2,Topic_2,announcing new agreement government said country world secured zero percent tariff rate pharmaceutical shipments european officials previous chars,
bbc-news,01/12/2025 14:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T14:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f59s2,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,01/12/2025 13:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T13:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f560y,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Nigeria's kidnap crisis: Pastor abducted in Kogi state and a bride in Sokoto,Nigeria's kidnap crisis: Pastor abducted in Kogi state and a bride in Sokotobbc.co.uk,"It is not clear who is behind the kidnappings - most analysts believe they are carried out by criminal gangs seeking ransom payments, however a presidential spokesman has told the BBC they believe th… [+1607 chars]",2025-12-01T12:07:49Z,https://www.bbc.co.uk/news/articles/c79x8285n29o,Center,UK,Negative,-0.9413,0.0,0.425,0.575,2,Topic_2,clear behind kidnappings analysts believe carried criminal gangs seeking ransom payments however presidential spokesman told bbc believe chars,
bbc-news,01/12/2025 12:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T12:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f528t,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,01/12/2025 11:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T11:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f4yjp,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Truro City: Dawn Sports and Entertainment buy stake in National League club,Truro City's owners sell an 8.33% stake in the National League club to US investor Dawn Sports and Entertainment LLC.,"Truro City's owners have sold an 8.33% stake in the National League club to an American investor.
Dawn Sports and Entertainment LLC (DSE) owns the newly formed Oklahoma United FC, which plays in the… [+1339 chars]",2025-12-01T10:26:48Z,https://www.bbc.co.uk/sport/football/articles/crmdjm3rlgwo,Center,UK,Positive,0.6808,0.157,0.0,0.843,2,Topic_2,truro citys owners sold stake national league club american investor dawn sports entertainment llc dse owns newly formed oklahoma united plays chars,
bbc-news,01/12/2025 10:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T10:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f4tsk,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Virgin Media fined £24m for leaving vulnerable customers 'at risk of harm',Ofcom has fined Virgin Media after an investigation found it had left thousands of vulnerable telecare customers at risk.,"Ofcom has raised concerns about telecare users being left disconnected during the transition, warning ""any disruption to their device's connection could have material impacts on their safety"".
Telec… [+1307 chars]",2025-12-01T09:38:33Z,https://www.bbc.co.uk/news/articles/ce8qv9319zlo,Center,UK,Negative,-0.8591,0.0,0.307,0.693,2,Topic_2,ofcom raised concerns telecare users left disconnected transition warning disruption devices connection could material impacts safety telec chars,
bbc-news,01/12/2025 09:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T09:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f4q1f,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,01/12/2025 08:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T08:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f4l99,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Podcast: Only two points separate Hearts & Celtic and big guns enter Scottish Cup,Only two points separate Hearts and Celtic and the big guns enter the Scottish Cup.,"Available for 29 days
Victory over Hibs cuts the gap at the top of the Scottish Premiership table to two points after Hearts draw with Motherwell, Rangers struggle to a draw with Falkirk, Aberdeen m… [+274 chars]",2025-12-01T08:00:00Z,https://www.bbc.co.uk/sounds/play/p0mkqm3j,Center,UK,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,available days victory hibs cuts gap top scottish premiership table two points hearts draw motherwell rangers struggle draw falkirk aberdeen chars,
bbc-news,01/12/2025 07:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T07:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f4gk5,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Starmer insists 'there was no misleading' from Reeves in the build-up to her Budget,"The Office for Budget Responsibility says publishing details of Reeves's Budget early was not an intentional leak, nor the work of a hostile actor.","Chris MasonPolitical editor
Chancellor Rachel Reeves has been accused of lying and misleading you before her Budget last week.
It is my job, after a careful examination of the facts, to call it, on… [+1359 chars]",2025-12-01T06:43:39Z,https://www.bbc.co.uk/news/live/cly147rky81t,Center,UK,Negative,-0.6667,0.048,0.176,0.776,2,Topic_2,chris masonpolitical editor chancellor rachel reeves accused lying misleading budget last week job careful examination facts call chars,
bbc-news,01/12/2025 06:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T06:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f4bt1,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,"South Korea police say 120,000 home cameras hacked for 'sexploitation' footage","The cameras were located in private homes, karaoke rooms, a Pilates studio and a gynaecologist's clinic.","A statement released by South Korea's National Police Agency revealed that the four suspects operated independently of one another, and did not conspire together.
One of the suspects is accused of h… [+1524 chars]",2025-12-01T06:04:53Z,https://www.bbc.co.uk/news/articles/cj01q6p7ndlo,Center,UK,Negative,-0.4019,0.0,0.101,0.899,2,Topic_2,statement released south koreas national police agency revealed four suspects operated independently one another conspire together one suspects accused chars,
bbc-news,01/12/2025 05:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T05:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f471x,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,01/12/2025 04:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T04:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f439s,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,01/12/2025 03:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T03:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f3zkn,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,01/12/2025 02:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T02:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f3vtj,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Joana Vasconcelos: Mask of mirrors,"The Portuguese artist Joana Vasconcelos is renowned for her large-scale sculptural pieces which have featured in galleries across the world. She has used materials such as fabric, plastic and even tampons to construct her works. In June 2018 her exhibition I’…","The Portuguese artist Joana Vasconcelos is renowned for her large-scale sculptural pieces which have featured in galleries across the world. She has used materials such as fabric, plastic and even ta… [+573 chars]",2025-12-01T01:30:00Z,https://www.bbc.co.uk/programmes/p0mkflm8,Center,UK,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,portuguese artist joana vasconcelos renowned largescale sculptural pieces featured galleries across world used materials fabric plastic even chars,
bbc-news,01/12/2025 01:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T01:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f3r2d,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,"WW1 toxic compound sprayed on Georgian protesters, BBC evidence suggests","Anti-government demonstrators are likely to have been targeted with camite, our investigation finds.","When Mr Shergelashvili was asked if the product he tested could have just been CS gas - which irritates the eyes, skin and respiratory system, but only temporarily - he said it appeared to be far str… [+1737 chars]",2025-12-01T00:19:04Z,https://www.bbc.co.uk/news/articles/czrk7g50e1po,Center,UK,Negative,-0.2263,0.0,0.079,0.921,2,Topic_2,shergelashvili asked product tested could gas irritates eyes skin respiratory system temporarily said appeared far str chars,
bbc-news,01/12/2025 00:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T00:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f3mb8,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,30/11/2025 23:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T23:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3zn9z,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Will Netanyahu be pardoned?,"Israeli Prime Minister Benjamin Netanyahu has asked the country's president, Isaac Herzog, for a pardon over corruption cases he has been battling. We speak to an opposition member of the Israeli Knesset who opposes a potential pardon for Mr Netanyahu. 

Also…","Israeli Prime Minister Benjamin Netanyahu has asked the country's president, Isaac Herzog, for a pardon over corruption cases he has been battling. We speak to an opposition member of the Israeli Kne… [+534 chars]",2025-11-30T22:11:00Z,https://www.bbc.co.uk/programmes/w172zssfzwn3kdb,Center,UK,Positive,0.5267,0.137,0.044,0.819,2,Topic_2,israeli prime minister benjamin netanyahu asked countrys president isaac herzog pardon corruption cases battling speak opposition member israeli kne chars,
bbc-news,30/11/2025 22:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T22:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3zjkv,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,Football Daily,"Rick Edwards, Don Hutchison and Luke Edwards to review the Premier League weekend.","Available for over a year
Did Chelsea make a statement with their 1-1 draw against Arsenal? Enzo Marescas side took a point and caused Arsenal problems despite playing more than 50 minutes with 10-m… [+1010 chars]",2025-11-30T22:06:00Z,https://www.bbc.co.uk/sounds/play/p0mkqm87,Center,UK,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,available year chelsea make statement draw arsenal enzo marescas side took point caused arsenal problems despite playing minutes chars,
bbc-news,30/11/2025 21:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T21:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3zdtq,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,F1: Chequered Flag,"Harry Benjamin, Jennie Gow and Marc Priestley look back on a dramatic Qatar Grand Prix.","Available for 29 days
Harry Benjamin, Jennie Gow and former McLaren mechanic Marc Priestley look back on a dramatic Qatar Grand Prix. On the day that Lando Norris could claim his maiden F1 world tit… [+214 chars]",2025-11-30T21:06:00Z,https://www.bbc.co.uk/sounds/play/p0mkqhsf,Center,UK,Positive,0.4588,0.158,0.0,0.842,2,Topic_2,available days harry benjamin jennie gow former mclaren mechanic marc priestley look back dramatic qatar grand prix day lando norris could claim maiden world tit chars,
bbc-news,Watch Sportscene highlights plus Scottish Cup 4th round draw,"Extended highlights of Livingston v Aberdeen, Hibernian v Celtic and Rangers v Falkirk.","Extended highlights of Livingston v Aberdeen, Hibernian v Celtic and Rangers v Falkirk.",2025-11-30T20:31:10Z,https://www.bbc.co.uk/programmes/m002n5g2,Center,UK,Neutral,0.0,0.0,0.0,1.0,3,Topic_3,extended highlights livingston aberdeen hibernian celtic rangers falkirk,
bbc-news,30/11/2025 20:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T20:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3z92l,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,30/11/2025 19:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T19:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3z5bg,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,30/11/2025 18:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T18:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3z1lb,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,30/11/2025 17:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T17:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3yxv6,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,30/11/2025 16:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T16:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3yt32,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,30/11/2025 15:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-11-30T15:06:00Z,https://www.bbc.co.uk/programmes/w172zwwzsz3ypby,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
bbc-news,The Budget: Rachel Reeves denies claims she lied in the run-up,"The chancellor says she can be trusted, after claims she misled the public before Budget.","Available for over a year
Today, the Chancellor Rachel Reeves responds to claims she lied about the state of the public finances in the run up to her Budget.
Laura speaks to Paddy and chief politic… [+970 chars]",2025-11-30T14:34:00Z,https://www.bbc.co.uk/sounds/play/p0mkpkwc,Center,UK,Negative,-0.3182,0.098,0.171,0.73,2,Topic_2,available year today chancellor rachel reeves responds claims lied state public finances run budget laura speaks paddy chief politic chars,
bbc-news,Benjamin Netanyahu seeks pardon from Israel's president,"The Israeli prime minister, Benjamin Netanyahu, who has been facing a long-running corruption trial, has submitted an official request to the country's president to pardon him. Mr Netanyahu, who denies wrongdoing, released a two and a half minute video saying…","The Israeli prime minister, Benjamin Netanyahu, who has been facing a long-running corruption trial, has submitted an official request to the country's president to pardon him. Mr Netanyahu, who deni… [+603 chars]",2025-11-30T14:15:00Z,https://www.bbc.co.uk/programmes/w172zssfzwn2lf9,Center,UK,Positive,0.2023,0.095,0.058,0.847,2,Topic_2,israeli prime minister benjamin netanyahu facing longrunning corruption trial submitted official request countrys president pardon netanyahu deni chars,
al-jazeera-english,"US, UK agree to zero tariffs on medicines; UK commits to higher spending","The deal involves a major change in how the UK values drugs and will apply to all new medicines, not just US ones.","The United States has announced a new trade deal with the United Kingdom that includes zero tariffs on pharmaceutical and medical products in exchange for the UK spending more on medicines, the first… [+2968 chars]",2025-12-01T16:55:06Z,https://www.aljazeera.com/economy/2025/12/1/us-uk-agree-to-zero-tariffs-on-medicines-uk-commits-to-higher-spending,Left-Center,Qatar,Positive,0.6486,0.164,0.0,0.836,2,Topic_2,united states announced new trade deal united kingdom includes zero tariffs pharmaceutical medical products exchange spending medicines first chars,
al-jazeera-english,From war to winter: Gaza couple wait to welcome baby in flooded tent,"Samar and Abdulrahman had everything ready for their baby. But rains ruined their plans, as they try to survive in Gaza.","Deir el-Balah, Gaza Strip The first heavy rain of the winter season arrived not as a blessing, but as a new catastrophe for Samar al-Salmi and her family.
Early in the morning, torrents of water cra… [+7542 chars]",2025-12-01T16:51:31Z,https://www.aljazeera.com/features/2025/12/1/from-war-to-winter-gaza-couple-wait-to-welcome-baby-in-flooded-tent,Left-Center,Qatar,Negative,-0.5927,0.093,0.164,0.743,2,Topic_2,deir elbalah gaza strip first heavy rain winter season arrived blessing new catastrophe samar alsalmi family early morning torrents water cra chars,
al-jazeera-english,Children forced to take up jobs to help their families survive in Gaza,"As families struggle to make ends meet during Israel’s genocidal war on Gaza, many children have been forced to work.","NewsFeed
As families struggle to make ends meet during Israels genocidal war on Gaza, many children have been forced to quit school and take up jobs instead.",2025-12-01T16:50:12Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/children-forced-to-take-up-jobs-to-help-their-families-survive-in-gaza,Left-Center,Qatar,Negative,-0.8591,0.063,0.284,0.653,2,Topic_2,newsfeed families struggle make ends meet israels genocidal war gaza many children forced quit school take jobs instead,
al-jazeera-english,"Indonesia races to find missing after massive floods, landslides","More than 1,000 people have died in floods and landslides across south Asia after days of tropical storms.","NewsFeed
More than 1,000 people have died in floods and landslides across Indonesia, Sri Lanka, Thailand and Malaysia after days of tropical storms. In North Sumatra, President Prabowo faces mountin… [+90 chars]",2025-12-01T16:37:19Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/indonesia-races-to-find-missing-after-massive-floods-landslides,Left-Center,Qatar,Negative,-0.7003,0.0,0.188,0.812,4,Topic_4,newsfeed people died floods landslides across indonesia sri lanka thailand malaysia days tropical storms north sumatra president prabowo faces mountin chars,
al-jazeera-english,"Ukraine seeks to shore up support in Brussels, Paris","Senior US officials will meet President Putin in Moscow on Tuesday, two days after US-Ukraine peace talks in Florida.","Ukraines President Volodymyr Zelenskyy has met his French counterpart Emmanuel Macron in Paris to bolster support for Kyiv, as Ukrainian and European defence chiefs gathered in Brussels for talks cen… [+4899 chars]",2025-12-01T16:03:00Z,https://www.aljazeera.com/news/2025/12/1/ukraine-seeks-to-shore-up-support-in-brussels-paris,Left-Center,Qatar,Positive,0.7351,0.193,0.0,0.807,2,Topic_2,ukraines president volodymyr zelenskyy met french counterpart emmanuel macron paris bolster support kyiv ukrainian european defence chiefs gathered brussels talks cen chars,
al-jazeera-english,Pope Leo XIV prays for peace in Lebanon and the Levant,Pope Leo stopped at one of Lebanon’s most important Christian sites.,"NewsFeed
Pope Leo stopped at one of Lebanons most important Christian sites, praying that Saint Charbel helps to resolve differences and bring peace to the region.",2025-12-01T16:00:15Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/pope-leo-xiv-prays-for-peace-in-lebanon-and-the-levant,Left-Center,Qatar,Positive,0.7264,0.287,0.068,0.645,2,Topic_2,newsfeed pope leo stopped one lebanons important christian sites praying saint charbel helps resolve differences bring peace region,
al-jazeera-english,India orders phone makers to pre-install state-owned web safety app: Report,Directive gives companies 90 days to ensure Sanchar Saathi app is pre-installed on new mobile phones.,"The Indian government has instructed smartphone makers to pre-install a state-owned cybersecurity app on all new devices in a bid to tackle online scams and other crimes, according to reports.
The N… [+2464 chars]",2025-12-01T14:35:18Z,https://www.aljazeera.com/news/2025/12/1/india-orders-phone-makers-to-pre-install-state-owned-web-safety-app-report,Left-Center,Qatar,Positive,0.6597,0.178,0.0,0.822,2,Topic_2,indian government instructed smartphone makers preinstall stateowned cybersecurity app new devices bid tackle online scams crimes according reports chars,
al-jazeera-english,"What is the UK’s new socialist Your Party, which is beset with infighting?",Rift between leaders was laid bare at inaugural conference for party cofounded by former Labour leader Jeremy Corbyn.,"The United Kingdoms new left-wing political party, Your Party, cofounded by former Labour Party leader Jeremy Corbyn, has become mired in a bitter divide between its leaders.
On Saturday, Your Party… [+7261 chars]",2025-12-01T14:30:03Z,https://www.aljazeera.com/news/2025/12/1/what-is-the-uks-new-socialist-your-party-which-is-beset-with-infighting,Left-Center,Qatar,Positive,0.6597,0.157,0.0,0.843,2,Topic_2,united kingdoms new leftwing political party party cofounded former labour party leader jeremy corbyn become mired bitter divide leaders saturday party chars,
al-jazeera-english,China cracks down on calls for accountability over deadly Hong Kong blaze,"Hong Kong's national security police arrest three, as Beijing issues warning to 'anti-China and pro-chaos elements'.",Chinese authorities have arrested several activists and issued a stern warning to anti-China and pro-chaos elements amid criticism of the governments response to Hong Kongs deadliest fire in a genera… [+7141 chars],2025-12-01T13:28:45Z,https://www.aljazeera.com/news/2025/12/1/china-quashes-calls-for-accountability-over-deadly-hong-kong-blaze,Left-Center,Qatar,Negative,-0.34,0.075,0.149,0.776,0,Topic_0,chinese authorities arrested several activists issued stern warning antichina prochaos elements amid criticism governments response hong kongs deadliest fire genera chars,
al-jazeera-english,"Russia-Ukraine war live: 4 killed in Dnipro, Witkoff heading to Moscow",Russian attacks on Ukraine continue even as diplomatic efforts to end the war gain momentum.,"blinking-dot
Live updatesLive updates, 
Russian attacks on Ukraine continue even as diplomatic efforts to end the war gain momentum.",2025-12-01T13:00:00Z,https://www.aljazeera.com/news/liveblog/2025/12/1/russia-ukraine-war-live-4-killed-in-dnipro-witkoff-heading-to-moscow,Left-Center,Qatar,Negative,-0.9153,0.088,0.394,0.518,2,Topic_2,blinkingdot live updateslive updates russian attacks ukraine continue even diplomatic efforts end war gain momentum,
al-jazeera-english,What does Netanyahu want to be pardoned for and is it possible?,The Israeli prime minister is facing corruption charges that could see him sentenced to up to 10 years in prison.,"Israeli Prime Minister Benjamin Netanyahu on Sunday asked President Isaac Herzog to pardon him for bribery and fraud charges to end his five-year corruption trial.
Netanyahu is facing three separate… [+6817 chars]",2025-12-01T12:57:31Z,https://www.aljazeera.com/news/2025/12/1/what-does-netanyahu-want-to-be-pardoned-for-and-is-it-possible,Left-Center,Qatar,Negative,-0.5106,0.087,0.177,0.736,2,Topic_2,israeli prime minister benjamin netanyahu sunday asked president isaac herzog pardon bribery fraud charges end fiveyear corruption trial netanyahu facing three separate chars,
al-jazeera-english,Al Jazeera reports from reopened US base as Venezuela tensions rise,The US has reopened a military base in Puerto Rico as it steps up threats against Venezuela.,"NewsFeed
The US has reopened a military base in Puerto Rico as it steps up threats against Venezuela. Al Jazeeras Phil Lavelle has been watching military activity at the site.",2025-12-01T12:54:00Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/al-jazeera-reports-from-reopened-us-base-as-venezuela-tensions-rise,Left-Center,Qatar,Negative,-0.6705,0.0,0.18,0.82,2,Topic_2,newsfeed reopened military base puerto rico steps threats venezuela jazeeras phil lavelle watching military activity site,
al-jazeera-english,Spain and Barcelona star Bonmati ruled out for months with leg fracture,Three-time Ballon D'Or winner sustains injury in training with Spain before women's Nations League final second leg.,"Barcelona womens star player Aitana Bonmati is set to be sidelined for several months after suffering a leg fracture in training with the Spanish national team.
The three-time Ballon dOr winner will… [+2060 chars]",2025-12-01T12:50:39Z,https://www.aljazeera.com/sports/2025/12/1/spain-and-barcelona-star-bonmati-ruled-out-for-months-with-leg-fracture,Left-Center,Qatar,Positive,0.25,0.113,0.083,0.804,2,Topic_2,barcelona womens star player aitana bonmati set sidelined several months suffering leg fracture training spanish national team threetime ballon dor winner chars,
al-jazeera-english,Palestinian students return to class at Gaza university,"After two years of war, students have returned to in-person classes at Gaza’s Islamic University.","NewsFeed
After two years of war and widespread destruction, students have returned to in-person classes at Gazas Islamic University, determined to continue their education despite the damage. The un… [+87 chars]",2025-12-01T12:00:51Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/palestinian-students-return-to-class-at-gaza-university,Left-Center,Qatar,Negative,-0.5994,0.0,0.151,0.849,2,Topic_2,newsfeed two years war widespread destruction students returned inperson classes gazas islamic university determined continue education despite damage chars,
al-jazeera-english,Australia charges four men over ‘satanic’ child sex abuse material,Police say they seized thousands of videos of abuse involving symbols and rituals linked to Satanism and the occult.,"Police in Australia have charged four men following an investigation into what they called an international satanic child sex abuse material ring in the city of Sydney.
The New South Wales (NSW) pol… [+2155 chars]",2025-12-01T11:59:27Z,https://www.aljazeera.com/news/2025/12/1/australia-charges-four-men-over-satanic-child-sex-abuse-material,Left-Center,Qatar,Negative,-0.8885,0.0,0.288,0.712,2,Topic_2,police australia charged four men following investigation called international satanic child sex abuse material ring city sydney new south wales nsw pol chars,
